BP;Wilaya;Code CNRC;Cle de periode;total tva mensuelle;total tva annuelle
2000000147;DIW Alger est;607047;122;4381489516.0;62241051125.0
2000000147;DIW Alger est;607047;122;4381489516.0;62241051125.0
2000000147;DIW Alger est;607047;222;4710011316.0;62241051125.0
2000000147;DIW Alger est;607047;322;5358351122.0;62241051125.0
2000000147;DIW Alger est;607047;422;4811742122.0;62241051125.0
2000000147;DIW Alger est;607047;522;4835181841.0;62241051125.0
2000000147;DIW Alger est;607047;622;4467202584.0;62241051125.0
2000000147;DIW Alger est;607047;722;3692316516.0;62241051125.0
2000000147;DIW Alger est;607047;822;3713032545.0;62241051125.0
2000000147;DIW Alger est;607047;922;5274393870.0;62241051125.0
2000000147;DIW Alger est;607047;1022;6056911362.0;62241051125.0
2000000147;DIW Alger est;607047;1122;4706918997.0;62241051125.0
2000000147;DIW Alger est;607047;1222;5852009818.0;62241051125.0
2000000200;DIW Alger est;608001;122;644181.0;93115698.0
2000000200;DIW Alger est;608001;222;1478702.0;93115698.0
2000000200;DIW Alger est;608001;322;2304256.0;93115698.0
2000000200;DIW Alger est;608001;422;1226741.0;93115698.0
2000000200;DIW Alger est;608001;522;21477612.0;93115698.0
2000000200;DIW Alger est;608001;622;33439223.000000004;93115698.0
2000000200;DIW Alger est;608001;722;9184847.0;93115698.0
2000000200;DIW Alger est;608001;822;4261077.0;93115698.0
2000000200;DIW Alger est;608001;922;3033041.0;93115698.0
2000000200;DIW Alger est;608001;1022;4966790.0;93115698.0
2000000200;DIW Alger est;608001;1122;5425418.0;93115698.0
2000000200;DIW Alger est;608001;1222;5673810.0;93115698.0
2000001634;DIW Alger est;104207;122;167736083.0;7929428229.0
2000001634;DIW Alger est;104207;122;167736083.0;7929428229.0
2000001634;DIW Alger est;104207;222;142359409.0;7929428229.0
2000001634;DIW Alger est;104207;322;222520431.0;7929428229.0
2000001634;DIW Alger est;104207;422;48428182.0;7929428229.0
2000001634;DIW Alger est;104207;522;370926600.0;7929428229.0
2000001634;DIW Alger est;104207;622;1352473512.0;7929428229.0
2000001634;DIW Alger est;104207;722;242676931.0;7929428229.0
2000001634;DIW Alger est;104207;822;1239573691.0;7929428229.0
2000001634;DIW Alger est;104207;922;268800405.0;7929428229.0
2000001634;DIW Alger est;104207;1022;1143865092.0;7929428229.0
2000001634;DIW Alger est;104207;1122;1146834244.0;7929428229.0
2000001634;DIW Alger est;104207;1222;1415497566.0;7929428229.0
2000007178;DIW Bordj Bou Arréridj;110202;122;4872747.0;155423274.0
2000007178;DIW Bordj Bou Arréridj;110202;222;4275042.0;155423274.0
2000007178;DIW Bordj Bou Arréridj;110202;322;3918504.0;155423274.0
2000007178;DIW Bordj Bou Arréridj;110202;422;6082352.0;155423274.0
2000007178;DIW Bordj Bou Arréridj;110202;522;7774514.0;155423274.0
2000007178;DIW Bordj Bou Arréridj;110202;622;27067298.0;155423274.0
2000007178;DIW Bordj Bou Arréridj;110202;722;22407965.0;155423274.0
2000007178;DIW Bordj Bou Arréridj;110202;822;8738202.0;155423274.0
2000007178;DIW Bordj Bou Arréridj;110202;922;5113770.0;155423274.0
2000007178;DIW Bordj Bou Arréridj;110202;1022;5666626.0;155423274.0
2000007178;DIW Bordj Bou Arréridj;110202;1122;26437936.0;155423274.0
2000007178;DIW Bordj Bou Arréridj;110202;1222;33068318.0;155423274.0
2000008568;DIW Alger est;109214;122;0.0;0.0
2000008568;DIW Alger est;109214;222;0.0;0.0
2000008568;DIW Alger est;109214;322;0.0;0.0
2000008568;DIW Alger est;109214;422;0.0;0.0
2000008568;DIW Alger est;109214;722;0.0;0.0
2000009570;DIW Alger est;405105;122;423208622.0;5809946988.0
2000009570;DIW Alger est;405105;222;396558056.0;5809946988.0
2000009570;DIW Alger est;405105;322;411129276.0;5809946988.0
2000009570;DIW Alger est;405105;422;628865993.0;5809946988.0
2000009570;DIW Alger est;405105;522;313280171.0;5809946988.0
2000009570;DIW Alger est;405105;622;410063939.0;5809946988.0
2000009570;DIW Alger est;405105;722;333267350.0;5809946988.0
2000009570;DIW Alger est;405105;822;561520986.0;5809946988.0
2000009570;DIW Alger est;405105;922;713318953.0;5809946988.0
2000009570;DIW Alger est;405105;1022;495072354.0;5809946988.0
2000009570;DIW Alger est;405105;1122;596409799.0;5809946988.0
2000009570;DIW Alger est;405105;1222;527251488.99999994;5809946988.0
2000011509;DIW Alger est;409001;122;160768682.0;2062369644.0
2000011509;DIW Alger est;409001;222;293782438.0;2062369644.0
2000011509;DIW Alger est;409001;322;332107992.0;2062369644.0
2000011509;DIW Alger est;409001;422;123468853.0;2062369644.0
2000011509;DIW Alger est;409001;522;105158621.0;2062369644.0
2000011509;DIW Alger est;409001;622;233051731.99999997;2062369644.0
2000011509;DIW Alger est;409001;722;130518593.0;2062369644.0
2000011509;DIW Alger est;409001;822;172088643.0;2062369644.0
2000011509;DIW Alger est;409001;922;159896863.0;2062369644.0
2000011509;DIW Alger est;409001;1022;143759627.0;2062369644.0
2000011509;DIW Alger est;409001;1122;74881355.0;2062369644.0
2000011509;DIW Alger est;409001;1222;132886245.0;2062369644.0
2000017629;DIW Sidi Bel Abbes;403301;122;885552972.0;7919791187.0
2000017629;DIW Sidi Bel Abbes;403301;222;912428980.0000001;7919791187.0
2000017629;DIW Sidi Bel Abbes;403301;322;738677005.0;7919791187.0
2000017629;DIW Sidi Bel Abbes;403301;422;427583292.0;7919791187.0
2000017629;DIW Sidi Bel Abbes;403301;522;940365077.9999999;7919791187.0
2000017629;DIW Sidi Bel Abbes;403301;622;786056101.0;7919791187.0
2000017629;DIW Sidi Bel Abbes;403301;722;550120400.0;7919791187.0
2000017629;DIW Sidi Bel Abbes;403301;822;786519002.0;7919791187.0
2000017629;DIW Sidi Bel Abbes;403301;922;719517856.0;7919791187.0
2000017629;DIW Sidi Bel Abbes;403301;1022;407836166.0;7919791187.0
2000017629;DIW Sidi Bel Abbes;403301;1122;397256391.0;7919791187.0
2000017629;DIW Sidi Bel Abbes;403301;1222;367877944.0;7919791187.0
2000022338;DIW Constantine;-;122;82327039.0;1359494510.0
2000022338;DIW Constantine;-;222;118885880.0;1359494510.0
2000022338;DIW Constantine;-;322;120799012.00000001;1359494510.0
2000022338;DIW Constantine;-;422;111490172.99999999;1359494510.0
2000022338;DIW Constantine;-;522;83992483.0;1359494510.0
2000022338;DIW Constantine;-;622;120292281.0;1359494510.0
2000022338;DIW Constantine;-;722;98686586.0;1359494510.0
2000022338;DIW Constantine;-;822;114063067.0;1359494510.0
2000022338;DIW Constantine;-;922;125089868.0;1359494510.0
2000022338;DIW Constantine;-;1022;120586334.99999999;1359494510.0
2000022338;DIW Constantine;-;1122;123381773.0;1359494510.0
2000022338;DIW Constantine;-;1222;139900013.0;1359494510.0
2000023024;DIW Constantine;104207;122;416136518.0;4793088995.0
2000023024;DIW Constantine;104207;222;356013249.0;4793088995.0
2000023024;DIW Constantine;104207;322;400178071.0;4793088995.0
2000023024;DIW Constantine;104207;422;0.0;4793088995.0
2000023024;DIW Constantine;104207;522;26420.0;4793088995.0
2000023024;DIW Constantine;104207;622;587671226.0;4793088995.0
2000023024;DIW Constantine;104207;722;19078.0;4793088995.0
2000023024;DIW Constantine;104207;822;392869591.0;4793088995.0
2000023024;DIW Constantine;104207;922;831846860.0;4793088995.0
2000023024;DIW Constantine;104207;1022;414195405.0;4793088995.0
2000023024;DIW Constantine;104207;1122;632229314.0;4793088995.0
2000023024;DIW Constantine;104207;1222;761903263.0;4793088995.0
2000027397;DIW Tlemcen;106109;122;68289370.0;267796377.0
2000027397;DIW Tlemcen;106109;222;10543278.0;267796377.0
2000027397;DIW Tlemcen;106109;322;130896.0;267796377.0
2000027397;DIW Tlemcen;106109;422;12229242.0;267796377.0
2000027397;DIW Tlemcen;106109;522;3039920.0;267796377.0
2000027397;DIW Tlemcen;106109;622;68793481.0;267796377.0
2000027397;DIW Tlemcen;106109;722;9082938.0;267796377.0
2000027397;DIW Tlemcen;106109;822;0.0;267796377.0
2000027397;DIW Tlemcen;106109;922;26680444.0;267796377.0
2000027397;DIW Tlemcen;106109;1022;5155273.0;267796377.0
2000027397;DIW Tlemcen;106109;1122;15440940.0;267796377.0
2000027397;DIW Tlemcen;106109;1122;5530800.0;267796377.0
2000027397;DIW Tlemcen;106109;1222;14293265.0;267796377.0
2000027397;DIW Tlemcen;106109;1222;14293265.0;267796377.0
2000027397;DIW Tlemcen;106109;1222;14293265.0;267796377.0
2000031361;DIW Aïn Témouchent;607022;122;316322426.0;3980080853.0
2000031361;DIW Aïn Témouchent;607022;222;260636173.0;3980080853.0
2000031361;DIW Aïn Témouchent;607022;322;321849878.0;3980080853.0
2000031361;DIW Aïn Témouchent;607022;422;297163095.0;3980080853.0
2000031361;DIW Aïn Témouchent;607022;522;335813017.0;3980080853.0
2000031361;DIW Aïn Témouchent;607022;622;375966898.0;3980080853.0
2000031361;DIW Aïn Témouchent;607022;722;333551814.0;3980080853.0
2000031361;DIW Aïn Témouchent;607022;822;358862130.0;3980080853.0
2000031361;DIW Aïn Témouchent;607022;922;326024225.0;3980080853.0
2000031361;DIW Aïn Témouchent;607022;1022;344511469.0;3980080853.0
2000031361;DIW Aïn Témouchent;607022;1122;327125532.0;3980080853.0
2000031361;DIW Aïn Témouchent;607022;1222;382254196.0;3980080853.0
2000031669;DIW Bordj Bou Arréridj;104215;122;38477877.0;180207653.0
2000031669;DIW Bordj Bou Arréridj;104215;222;5508928.0;180207653.0
2000031669;DIW Bordj Bou Arréridj;104215;322;5362294.0;180207653.0
2000031669;DIW Bordj Bou Arréridj;104215;422;10246724.0;180207653.0
2000031669;DIW Bordj Bou Arréridj;104215;522;9176232.0;180207653.0
2000031669;DIW Bordj Bou Arréridj;104215;622;1273433.0;180207653.0
2000031669;DIW Bordj Bou Arréridj;104215;722;31635346.000000004;180207653.0
2000031669;DIW Bordj Bou Arréridj;104215;822;24475714.0;180207653.0
2000031669;DIW Bordj Bou Arréridj;104215;922;0.0;180207653.0
2000031669;DIW Bordj Bou Arréridj;104215;1022;20507391.0;180207653.0
2000031669;DIW Bordj Bou Arréridj;104215;1122;15383482.0;180207653.0
2000031669;DIW Bordj Bou Arréridj;104215;1222;18160232.0;180207653.0
2000036648;DIW Bordj Bou Arréridj;607014;122;850000.0;22652514.0
2000036648;DIW Bordj Bou Arréridj;607014;222;6454000.0;22652514.0
2000036648;DIW Bordj Bou Arréridj;607014;322;282000.0;22652514.0
2000036648;DIW Bordj Bou Arréridj;607014;422;1247000.0;22652514.0
2000036648;DIW Bordj Bou Arréridj;607014;522;1200000.0;22652514.0
2000036648;DIW Bordj Bou Arréridj;607014;622;2293578.0;22652514.0
2000036648;DIW Bordj Bou Arréridj;607014;722;0.0;22652514.0
2000036648;DIW Bordj Bou Arréridj;607014;822;575000.0;22652514.0
2000036648;DIW Bordj Bou Arréridj;607014;922;2479422.0;22652514.0
2000036648;DIW Bordj Bou Arréridj;607014;1022;0.0;22652514.0
2000036648;DIW Bordj Bou Arréridj;607014;1122;1220000.0;22652514.0
2000036648;DIW Bordj Bou Arréridj;607014;1222;6051514.0;22652514.0
2000044521;DIW Annaba;-;822;21630480.0;359726462.0
2000044521;DIW Annaba;-;922;31867069.0;359726462.0
2000044521;DIW Annaba;-;1022;42178165.0;359726462.0
2000044521;DIW Annaba;-;1122;28936671.000000004;359726462.0
2000044521;DIW Annaba;-;1222;35598166.0;359726462.0
2000044521;DIW Annaba;-;122;14309739.000000002;359726462.0
2000044521;DIW Annaba;-;222;14992939.000000002;359726462.0
2000044521;DIW Annaba;-;322;15898448.000000002;359726462.0
2000044521;DIW Annaba;-;422;27715832.0;359726462.0
2000044521;DIW Annaba;-;522;43335061.0;359726462.0
2000044521;DIW Annaba;-;622;31035624.0;359726462.0
2000044521;DIW Annaba;-;722;30597788.0;359726462.0
2000044521;DIW Annaba;-;822;21630480.0;359726462.0
2000044522;DIW Alger centre;-;122;399451389.0;5549635185.68
2000044522;DIW Alger centre;-;222;323194742.0;5549635185.68
2000044522;DIW Alger centre;-;322;568807970.0;5549635185.68
2000044522;DIW Alger centre;-;422;425172950.68;5549635185.68
2000044522;DIW Alger centre;-;522;363605060.0;5549635185.68
2000044522;DIW Alger centre;-;622;559931308.0;5549635185.68
2000044522;DIW Alger centre;-;722;319858431.0;5549635185.68
2000044522;DIW Alger centre;-;822;379047922.0;5549635185.68
2000044522;DIW Alger centre;-;922;603764761.0;5549635185.68
2000044522;DIW Alger centre;-;1022;490760443.0;5549635185.68
2000044522;DIW Alger centre;-;1122;481577379.0;5549635185.68
2000044522;DIW Alger centre;-;1222;634462830.0;5549635185.68
2000044529;DIW Alger centre;-;122;0.0;0.0
2000044529;DIW Alger centre;-;222;0.0;0.0
2000044529;DIW Alger centre;-;322;0.0;0.0
2000044529;DIW Alger centre;-;422;0.0;0.0
2000044529;DIW Alger centre;-;522;0.0;0.0
2000044529;DIW Alger centre;-;622;0.0;0.0
2000044529;DIW Alger centre;-;722;0.0;0.0
2000044529;DIW Alger centre;-;822;0.0;0.0
2000044529;DIW Alger centre;-;922;0.0;0.0
2000044529;DIW Alger centre;-;1022;0.0;0.0
2000044529;DIW Alger centre;-;1122;0.0;0.0
2000044529;DIW Alger centre;-;1222;0.0;0.0
2000044531;DIW Alger centre;613203;122;1266140526.0;3359298283.0
2000044531;DIW Alger centre;613203;222;705544600.0;3359298283.0
2000044531;DIW Alger centre;613203;322;239181561.0;3359298283.0
2000044531;DIW Alger centre;613203;422;0.0;3359298283.0
2000044531;DIW Alger centre;613203;522;582809934.0;3359298283.0
2000044531;DIW Alger centre;613203;622;324058700.0;3359298283.0
2000044531;DIW Alger centre;613203;722;241562962.0;3359298283.0
2000044531;DIW Alger centre;613203;822;0.0;3359298283.0
2000044531;DIW Alger centre;613203;922;0.0;3359298283.0
2000044531;DIW Alger centre;613203;1022;0.0;3359298283.0
2000044531;DIW Alger centre;613203;1122;0.0;3359298283.0
2000044531;DIW Alger centre;613203;1222;0.0;3359298283.0
2000044533;DIW Oran Est;-;122;0.0;0.0
2000044533;DIW Oran Est;-;222;0.0;0.0
2000044533;DIW Oran Est;-;322;0.0;0.0
2000044533;DIW Oran Est;-;422;0.0;0.0
2000044533;DIW Oran Est;-;522;0.0;0.0
2000044533;DIW Oran Est;-;622;0.0;0.0
2000044533;DIW Oran Est;-;722;0.0;0.0
2000044533;DIW Oran Est;-;822;0.0;0.0
2000044533;DIW Oran Est;-;922;0.0;0.0
2000044533;DIW Oran Est;-;1022;0.0;0.0
2000044533;DIW Oran Est;-;1122;0.0;0.0
2000044533;DIW Oran Est;-;1222;0.0;0.0
2000044543;DIW Chlef;-;122;527777253.0;12305222811.0
2000044543;DIW Chlef;-;222;599260110.0;12305222811.0
2000044543;DIW Chlef;-;322;662499614.0;12305222811.0
2000044543;DIW Chlef;-;422;940795650.0;12305222811.0
2000044543;DIW Chlef;-;522;1002250341.0;12305222811.0
2000044543;DIW Chlef;-;622;1169923647.0;12305222811.0
2000044543;DIW Chlef;-;722;498084703.0;12305222811.0
2000044543;DIW Chlef;-;822;1289810718.0;12305222811.0
2000044543;DIW Chlef;-;922;733912252.0;12305222811.0
2000044543;DIW Chlef;-;1022;1957737238.0;12305222811.0
2000044543;DIW Chlef;-;1122;1404612895.0;12305222811.0
2000044543;DIW Chlef;-;1222;1518558390.0;12305222811.0
2000044547;DIW Oum el-Bouaghi;442101;122;33419556.0;86775516.0
2000044547;DIW Oum el-Bouaghi;442101;222;25354789.0;86775516.0
2000044547;DIW Oum el-Bouaghi;442101;322;10216799.0;86775516.0
2000044547;DIW Oum el-Bouaghi;442101;422;10964231.0;86775516.0
2000044547;DIW Oum el-Bouaghi;442101;522;1013761.0;86775516.0
2000044547;DIW Oum el-Bouaghi;442101;622;864054.0000000001;86775516.0
2000044547;DIW Oum el-Bouaghi;442101;722;420168.0;86775516.0
2000044547;DIW Oum el-Bouaghi;442101;822;1262567.0;86775516.0
2000044547;DIW Oum el-Bouaghi;442101;922;493575.0;86775516.0
2000044547;DIW Oum el-Bouaghi;442101;1022;1189076.0;86775516.0
2000044547;DIW Oum el-Bouaghi;442101;1122;494612.0;86775516.0
2000044547;DIW Oum el-Bouaghi;442101;1222;1082328.0;86775516.0
2000044548;DIW Oum el-Bouaghi;107301;122;1871263156.0;10291922496.0
2000044548;DIW Oum el-Bouaghi;107301;222;280951394.0;10291922496.0
2000044548;DIW Oum el-Bouaghi;107301;322;783025470.0;10291922496.0
2000044548;DIW Oum el-Bouaghi;107301;422;904573718.0;10291922496.0
2000044548;DIW Oum el-Bouaghi;107301;522;742183329.0;10291922496.0
2000044548;DIW Oum el-Bouaghi;107301;622;783846858.0;10291922496.0
2000044548;DIW Oum el-Bouaghi;107301;722;831432464.0;10291922496.0
2000044548;DIW Oum el-Bouaghi;107301;822;564545685.0;10291922496.0
2000044548;DIW Oum el-Bouaghi;107301;922;481726834.0;10291922496.0
2000044548;DIW Oum el-Bouaghi;107301;1022;881141579.0;10291922496.0
2000044548;DIW Oum el-Bouaghi;107301;1122;1066523644.0;10291922496.0
2000044548;DIW Oum el-Bouaghi;107301;1222;1100708365.0;10291922496.0
2000044549;DIW Batna;-;122;79021110.0;4456104454.0
2000044549;DIW Batna;-;222;439966747.0;4456104454.0
2000044549;DIW Batna;-;322;391906594.0;4456104454.0
2000044549;DIW Batna;-;422;187515955.0;4456104454.0
2000044549;DIW Batna;-;522;395802996.0;4456104454.0
2000044549;DIW Batna;-;622;389882924.0;4456104454.0
2000044549;DIW Batna;-;722;207454233.0;4456104454.0
2000044549;DIW Batna;-;822;259240761.0;4456104454.0
2000044549;DIW Batna;-;922;255571625.0;4456104454.0
2000044549;DIW Batna;-;1022;437921173.0;4456104454.0
2000044549;DIW Batna;-;1222;1411820336.0;4456104454.0
2000044550;DIW Béjaïa;111302;122;2333996087.0;30481075521.0
2000044550;DIW Béjaïa;111302;222;2615589670.0;30481075521.0
2000044550;DIW Béjaïa;111302;322;2613659711.0;30481075521.0
2000044550;DIW Béjaïa;111302;422;2190853000.0;30481075521.0
2000044550;DIW Béjaïa;111302;522;2811346563.0;30481075521.0
2000044550;DIW Béjaïa;111302;622;2912338278.0;30481075521.0
2000044550;DIW Béjaïa;111302;722;2280287239.0;30481075521.0
2000044550;DIW Béjaïa;111302;822;2425958974.0;30481075521.0
2000044550;DIW Béjaïa;111302;922;2519487920.0;30481075521.0
2000044550;DIW Béjaïa;111302;1022;2680324400.0;30481075521.0
2000044550;DIW Béjaïa;111302;1122;2535959622.0;30481075521.0
2000044550;DIW Béjaïa;111302;1222;2561274057.0;30481075521.0
2000044551;DIW Béjaïa;-;122;435885799.0;5003001755.0
2000044551;DIW Béjaïa;-;222;416176310.0;5003001755.0
2000044551;DIW Béjaïa;-;322;396122748.0;5003001755.0
2000044551;DIW Béjaïa;-;422;335285982.0;5003001755.0
2000044551;DIW Béjaïa;-;522;415753376.0;5003001755.0
2000044551;DIW Béjaïa;-;622;442333130.0;5003001755.0
2000044551;DIW Béjaïa;-;722;436774043.0;5003001755.0
2000044551;DIW Béjaïa;-;822;443492986.00000006;5003001755.0
2000044551;DIW Béjaïa;-;922;417307102.0;5003001755.0
2000044551;DIW Béjaïa;-;1022;408863724.0;5003001755.0
2000044551;DIW Béjaïa;-;1122;404131853.0;5003001755.0
2000044551;DIW Béjaïa;-;1222;450874701.99999994;5003001755.0
2000044552;DIW Biskra;105501;122;413912220.0;5469226187.0
2000044552;DIW Biskra;105501;222;458106061.0;5469226187.0
2000044552;DIW Biskra;105501;322;566834168.0;5469226187.0
2000044552;DIW Biskra;105501;422;291656312.0;5469226187.0
2000044552;DIW Biskra;105501;522;440557607.0;5469226187.0
2000044552;DIW Biskra;105501;622;294204780.0;5469226187.0
2000044552;DIW Biskra;105501;722;417343930.0;5469226187.0
2000044552;DIW Biskra;105501;822;359558571.0;5469226187.0
2000044552;DIW Biskra;105501;922;628126153.0;5469226187.0
2000044552;DIW Biskra;105501;1022;557241278.0;5469226187.0
2000044552;DIW Biskra;105501;1122;525250851.0;5469226187.0
2000044552;DIW Biskra;105501;1222;516434256.0;5469226187.0
2000044553;DIW Blida;433701;122;53900980.00000001;323799118.0
2000044553;DIW Blida;433701;222;48338986.0;323799118.0
2000044553;DIW Blida;433701;322;13050668.0;323799118.0
2000044553;DIW Blida;433701;422;12439599.0;323799118.0
2000044553;DIW Blida;433701;522;47118965.0;323799118.0
2000044553;DIW Blida;433701;722;10497398.0;323799118.0
2000044553;DIW Blida;433701;822;3361251.0;323799118.0
2000044553;DIW Blida;433701;922;11939180.0;323799118.0
2000044553;DIW Blida;433701;1022;11600010.0;323799118.0
2000044553;DIW Blida;433701;1122;11472463.0;323799118.0
2000044553;DIW Blida;433701;1222;100079618.0;323799118.0
2000044555;DIW Alger centre;601111;122;40628066.0;143843052.0
2000044555;DIW Alger centre;601111;222;35471030.0;143843052.0
2000044555;DIW Alger centre;601111;1122;35691821.0;143843052.0
2000044555;DIW Alger centre;601111;1222;32052134.999999996;143843052.0
2000044556;DIW Alger est;-;122;20813155.0;1138779914.0
2000044556;DIW Alger est;-;222;551944665.0;1138779914.0
2000044556;DIW Alger est;-;322;0.0;1138779914.0
2000044556;DIW Alger est;-;422;15046025.0;1138779914.0
2000044556;DIW Alger est;-;522;0.0;1138779914.0
2000044556;DIW Alger est;-;622;22691564.0;1138779914.0
2000044556;DIW Alger est;-;722;0.0;1138779914.0
2000044556;DIW Alger est;-;822;0.0;1138779914.0
2000044556;DIW Alger est;-;922;49080329.0;1138779914.0
2000044556;DIW Alger est;-;1022;471814970.0;1138779914.0
2000044556;DIW Alger est;-;1122;7389206.0;1138779914.0
2000044556;DIW Alger est;-;1222;0.0;1138779914.0
2000044557;DIW Alger centre;-;122;173463053.0;2547002926.0
2000044557;DIW Alger centre;-;222;233383669.00000003;2547002926.0
2000044557;DIW Alger centre;-;322;175026734.0;2547002926.0
2000044557;DIW Alger centre;-;422;128186927.0;2547002926.0
2000044557;DIW Alger centre;-;522;188900582.0;2547002926.0
2000044557;DIW Alger centre;-;622;224460139.0;2547002926.0
2000044557;DIW Alger centre;-;722;165315449.0;2547002926.0
2000044557;DIW Alger centre;-;822;165466029.0;2547002926.0
2000044557;DIW Alger centre;-;922;171694977.0;2547002926.0
2000044557;DIW Alger centre;-;1022;251855423.0;2547002926.0
2000044557;DIW Alger centre;-;1122;311298816.0;2547002926.0
2000044557;DIW Alger centre;-;1222;357951128.0;2547002926.0
2000044558;DIW Alger est;-;122;319999097.0;576217394.0
2000044558;DIW Alger est;-;222;93646312.0;576217394.0
2000044558;DIW Alger est;-;722;112269108.0;576217394.0
2000044558;DIW Alger est;-;922;24157726.0;576217394.0
2000044558;DIW Alger est;-;1022;19054533.0;576217394.0
2000044558;DIW Alger est;-;1122;7090618.0;576217394.0
2000044558;DIW Alger est;-;1222;0.0;576217394.0
2000044560;DIW Alger est;-;122;315046256.0;4649993773.0
2000044560;DIW Alger est;-;222;347771314.0;4649993773.0
2000044560;DIW Alger est;-;322;416098039.0;4649993773.0
2000044560;DIW Alger est;-;422;367426347.0;4649993773.0
2000044560;DIW Alger est;-;522;262216561.0;4649993773.0
2000044560;DIW Alger est;-;622;404998898.0;4649993773.0
2000044560;DIW Alger est;-;722;320430897.0;4649993773.0
2000044560;DIW Alger est;-;822;406035317.0;4649993773.0
2000044560;DIW Alger est;-;922;410590885.0;4649993773.0
2000044560;DIW Alger est;-;1022;449292988.99999994;4649993773.0
2000044560;DIW Alger est;-;1122;463292315.00000006;4649993773.0
2000044560;DIW Alger est;-;1222;486793955.0;4649993773.0
2000044561;DIW Alger centre;108304;122;590729838.0;11347941401.0
2000044561;DIW Alger centre;108304;222;795886454.0;11347941401.0
2000044561;DIW Alger centre;108304;322;857587299.0;11347941401.0
2000044561;DIW Alger centre;108304;422;815931384.0;11347941401.0
2000044561;DIW Alger centre;108304;522;898583340.0;11347941401.0
2000044561;DIW Alger centre;108304;622;1007875304.0;11347941401.0
2000044561;DIW Alger centre;108304;722;1020153668.0;11347941401.0
2000044561;DIW Alger centre;108304;822;469340145.0;11347941401.0
2000044561;DIW Alger centre;108304;922;1610840716.0;11347941401.0
2000044561;DIW Alger centre;108304;1022;1284357463.0;11347941401.0
2000044561;DIW Alger centre;108304;1122;972382918.0;11347941401.0
2000044561;DIW Alger centre;108304;1222;1024272872.0;11347941401.0
2000044562;DIW Alger centre;-;122;62581130.00000001;5032932877.0
2000044562;DIW Alger centre;-;222;467892688.00000006;5032932877.0
2000044562;DIW Alger centre;-;322;26482462.0;5032932877.0
2000044562;DIW Alger centre;-;422;670475488.0;5032932877.0
2000044562;DIW Alger centre;-;522;345588691.0;5032932877.0
2000044562;DIW Alger centre;-;622;559075718.0;5032932877.0
2000044562;DIW Alger centre;-;722;8293109.000000001;5032932877.0
2000044562;DIW Alger centre;-;822;724961043.0;5032932877.0
2000044562;DIW Alger centre;-;922;578813760.0;5032932877.0
2000044562;DIW Alger centre;-;1022;553525614.0;5032932877.0
2000044562;DIW Alger centre;-;1122;597151727.0;5032932877.0
2000044562;DIW Alger centre;-;1222;438091446.99999994;5032932877.0
2000044564;DIW Alger centre;-;122;330345729.0;3829716673.0
2000044564;DIW Alger centre;-;222;343933649.0;3829716673.0
2000044564;DIW Alger centre;-;322;404443663.0;3829716673.0
2000044564;DIW Alger centre;-;422;108333205.0;3829716673.0
2000044564;DIW Alger centre;-;522;365889806.0;3829716673.0
2000044564;DIW Alger centre;-;622;508557116.0;3829716673.0
2000044564;DIW Alger centre;-;722;87656200.0;3829716673.0
2000044564;DIW Alger centre;-;822;403285293.0;3829716673.0
2000044564;DIW Alger centre;-;922;134823771.0;3829716673.0
2000044564;DIW Alger centre;-;1022;331153865.0;3829716673.0
2000044564;DIW Alger centre;-;1122;306704900.0;3829716673.0
2000044564;DIW Alger centre;-;1222;504589476.0;3829716673.0
2000044567;DIW Alger centre;107207;122;113322878.0;1023548629.0
2000044567;DIW Alger centre;107207;222;69115065.0;1023548629.0
2000044567;DIW Alger centre;107207;322;106460373.0;1023548629.0
2000044567;DIW Alger centre;107207;422;64528348.0;1023548629.0
2000044567;DIW Alger centre;107207;522;99619442.0;1023548629.0
2000044567;DIW Alger centre;107207;622;88197128.0;1023548629.0
2000044567;DIW Alger centre;107207;722;90121023.0;1023548629.0
2000044567;DIW Alger centre;107207;822;50166833.0;1023548629.0
2000044567;DIW Alger centre;107207;922;119848806.0;1023548629.0
2000044567;DIW Alger centre;107207;1022;77771261.0;1023548629.0
2000044567;DIW Alger centre;107207;1122;71514911.0;1023548629.0
2000044567;DIW Alger centre;107207;1222;72882561.0;1023548629.0
2000044568;DIW Alger centre;-;122;4134949357.0;46526137973.0
2000044568;DIW Alger centre;-;222;4802211544.0;46526137973.0
2000044568;DIW Alger centre;-;322;3527186556.0;46526137973.0
2000044568;DIW Alger centre;-;422;3730067365.9999995;46526137973.0
2000044568;DIW Alger centre;-;522;2754321939.0;46526137973.0
2000044568;DIW Alger centre;-;622;3296396889.0;46526137973.0
2000044568;DIW Alger centre;-;722;3505580318.0;46526137973.0
2000044568;DIW Alger centre;-;822;2823908938.0;46526137973.0
2000044568;DIW Alger centre;-;922;2625507878.0;46526137973.0
2000044568;DIW Alger centre;-;1022;7156094909.0;46526137973.0
2000044568;DIW Alger centre;-;1122;2385705353.0;46526137973.0
2000044568;DIW Alger centre;-;1222;5784206926.0;46526137973.0
2000044569;DIW Alger est;-;122;1406386728.0;15859224533.0
2000044569;DIW Alger est;-;222;1413095817.0;15859224533.0
2000044569;DIW Alger est;-;322;790531346.0;15859224533.0
2000044569;DIW Alger est;-;422;1033067873.0;15859224533.0
2000044569;DIW Alger est;-;522;955246243.0;15859224533.0
