BP;Site;Wilaya;Code CNRC;Désignation CNRC;Code ONS;Désignation ONS;Andi;Ansej;Angem;Cnac;Opérations Intragroupe;Exportation ;Opérations de production de biens sans réfaction / Autres ; Activité de production de biens _Base Imposable (10%); Activité de production de biens  _Montant a payer (10%); Activité de production de biens  _Base Imposable(19%); Activité de production de biens  _Montant a payer (19%); Activités de bâtiment,de travaux publics et d´hydraulique ainsi que les activités touristiques et thermales à la l'exclusion des _Base Imposable (23%); Activités de bâtiment,de travaux publics et d´hydraulique ainsi que les activités touristiques et thermales à la l'exclusion des _Montant a payer(23%);Les activités de commerce et des services _Base Imposable(26%); Les activités de commerce et des services_Montant a payer(26%); Minimun d´imposition;Chiffre dàffaires net des Rabais, remises, ristounes;Solde clients;Provisions clients;Provisions Stocks;Stocks;Capitaux propres;Résultat net comptable de l’exercise;Dividendes distribués;Chiffre d’affaire (C.A);Résultat opérationnel;Sous-traitance générale;Consommations de l’exercice;Autres consommations;Autres services;Eléments extraordinaires (Charges);Résultat ordinaire;Produits financiers;Immobilisations financières;Perte Comptable;Résultat fiscal;Charges de personnel;Rémunérations dirigeants;Montant exonéré;Total ERA
2000045333;Direction des Grandes entreprises;DIW Alger centre;615051;agence nationale de gestion intégrée des ressources en eau « agire »;/;/;-;-;-;-;-;-;-;0;0;0;0;0;0;633 950 628,00;164 827 163,28;0;0;104 404 138,00;98 563 393,00;0;12 309 664,00;2 623 342 850,00;366 422 766,00;0;79 528 342,00;439 212 866,00;31 470 023,00;183 662 744,00;5 922 593,00;16 083 884,00;0;528 518 699,00;89 305 833,00;61 854 833,00;0;623 445 895,00;778 706 945,00;0;0;6 042 755 468,00
2000047081;Direction des Grandes entreprises;DIW Alger centre;615031;pépinière d'entreprises-incubateur;8414;Administration publique (tutelle) des activités économiques;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0
2000047082;Direction des Grandes entreprises;DIW Alger centre;615031;pépinière d'entreprises-incubateur;8414;Administration publique (tutelle) des activités économiques;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0
2000044642;Direction des Grandes entreprises;DIW Alger centre;615012;caisse nationale de logement (cnl);/;/;-;-;-;-;-;-;-;0;0;0;0;0;0;867 242 383,00;225 483 019,58;0;3 168 137 509,00;1 539 259 776,00;0;0;25 063 732,00;36 723 384 603,00;957 613 844,00;0;3 168 137 509,00;486 240 037,00;0;271 498 519,00;19 329 759,00;74 914 032,00;0;1 133 767 985,00;755 833 333,00;0;0;867 242 383,00;2 560 416 837,00;0;0;51 750 839 858,00
2000046465;Direction des Grandes entreprises;DIW Alger centre;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;X;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;40 846 390,00;32 239 760,00;0;0;0;-12 497 177 532,00;-3 410 710 746,00;0;8 786 629,00;-4 324 699 832,00;27 865 018,00;38 341 094,00;229 305,00;23 238 531,00;0;-4 346 343 951,00;0;3 624 297 220,00;3 410 710 746,00;-10 598 815 932,00;25 426 671,00;0;0;-27 945 766 629,00
2000046608;Direction des Grandes entreprises;DIW Alger centre;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;X;0;0;0;0;0;0;0;0;10 000,00;38 049 792,00;241 646 960,00;0;0;0;-10 686 588 031,00;-1 489 208 260,00;0;32 342 323,00;-294 850 470,00;0;93 087 775,00;9 131 782,00;36 196 757,00;0;-308 663 614,00;0;222 793 005,00;1 489 208 260,00;-875 669 439,00;20 782 996,00;0;0;-11 471 740 164,00
2000046471;Direction des Grandes entreprises;DIW Alger est;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;0;497 948 044,00;0;0;0;-6 232 303 583,00;-144 425 718,00;0;0;-144 624 164,00;74 869 017,00;135 537 424,00;16 251 535,00;2 149 200,00;0;-144 624 164,00;0;1 291 814,00;144 425 718,00;-878 981 031,00;8 336 887,00;0;0;-6 664 149 021,00
2000046477;Direction des Grandes entreprises;DIW Alger ouest;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;21 115 431,00;39 802 024,00;0;0;0;-4 945 818 393,00;-179 354 761,00;0;21 115 431,00;-179 354 761,00;33 286 723,00;100 243 811,00;8 363 523,00;3 655 083,00;0;-179 354 761,00;0;0;179 354 761,00;-1 208 840 616,00;91 723 629,00;0;0;-6 194 062 876,00
2000045912;Direction des Grandes entreprises;DIW Alger ouest;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;169 353 015,00;349 434 094,00;0;0;0;-1 872 280 027,00;-249 228 034,00;0;169 353 015,00;-383 396 430,00;325 910,00;139 620 820,00;85 503 518,00;29 250 144,00;277 999,00;-277 999,00;182 143 550,00;0;0;-222 844 196,00;78 505 441,00;0;0;-1 524 259 180,00
2000046259;Direction des Grandes entreprises;DIW Alger centre;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;X;-;-;-;X;-;-;0;0;0;0;0;0;0;0;10 000,00;0;22 124 191,00;0;0;0;57 127 174,00;19 835 544,00;0;0;32 805 453,00;0;0;0;0;0;32 763 179,00;0;0;0;-1 308 065 828,00;0;0;0;-1 143 410 287,00
2000046243;Direction des Grandes entreprises;DIW Alger est;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;113 385 856,00;180 028 488,00;0;0;0;233 500 379,00;43 080 998,00;0;113 385 856,00;43 556 002,00;0;40 963 668,00;202 462,00;7 064 672,00;0;43 556 002,00;0;21 822 274,00;0;-1 860 909 273,00;23 102 388,00;0;0;-997 260 228,00
2000046669;Direction des Grandes entreprises;DIW Alger centre;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;0;0;0;0;0;-310 230 197,00;-116 670 529,00;0;0;-116 660 529,00;8 943 740,00;41 389 625,00;1 058 579,00;6 898 677,00;0;-116 660 529,00;0;0;116 670 529,00;-251 293 020,00;21 055 218,00;0;0;-715 498 436,00
2000046150;Direction des Grandes entreprises;DIW Alger ouest;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;0;161 331 935,00;103 936 358,00;0;0;-121 488 783,00;-207 536 271,00;0;90 563 704,00;-224 557 488,00;0;5 913 564,00;131 571,00;1 611 311,00;0;-207 136 251,00;17 421 237,00;125 000,00;207 536 271,00;-422 248 078,00;14 014 781,00;0;0;-580 381 139,00
2000046582;Direction des Grandes entreprises;DIW Tlemcen;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;0;0;0;0;0;-367 462 988,00;-10 979 073,00;0;0;-10 979 073,00;0;3 120 772,00;0;22 262,00;0;-10 979 073,00;0;0;10 979 073,00;-149 341 881,00;0;0;0;-535 619 981,00
2000045898;Direction des Grandes entreprises;DIW Alger centre;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;10 133 922,00;14 678 502,00;0;0;0;38 426 412,00;-121 792 834,00;0;10 133 922,00;-121 044 990,00;0;72 914 778,00;38 279 393,00;7 452 501,00;747 945,00;-121 044 990,00;0;0;12 179 284,00;-425 007 862,00;56 469 255,00;0;0;-527 474 762,00
2000046438;Direction des Grandes entreprises;DIW Alger centre;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;5 220 594,00;95 368 097,00;0;0;0;-390 291 614,00;-82 480 700,00;0;5 220 594,00;-78 546 276,00;0;62 181 994,00;29 107 867,00;18 879 158,00;0;-82 470 700,00;0;1 022 420,00;82 480 700,00;-70 258 130,00;22 092 932,00;2 830 237,00;0;-379 642 827,00
2000046638;Direction des Grandes entreprises;DIW Alger ouest;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;-84 153 563,00;-10 459 343,00;0;0;-104 583 043,00;0;496 545,00;4 800,00;9 845,00;0;-104 583 043,00;0;100 000,00;104 593 043,00;-133 946 115,00;0;0;-;-332 520 874,00
2000046450;Direction des Grandes entreprises;DIW Alger est;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;0;12 388 791,00;0;0;0;-378 345 936,00;18 993 002,00;0;0;3 009 418,00;0;3 009 418,00;0;206 128,00;0;19 003 002,00;55 309 796,00;1 256 000,00;0;-51 124 306,00;0;0;0;-316 294 687,00
2000045596;Direction des Grandes entreprises;DIW Alger centre;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;0;0;0;0;5 228 759,00;-338 605 145,00;-3 288 363,00;0;0;-3 288 363,00;0;3 228 363,00;0;26 029,00;0;-3 288 363,00;0;37 345 608,00;3 288 363,00;-3 288 363,00;0;0;0;-302 641 475,00
2000046555;Direction des Grandes entreprises;DIW Alger centre;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;-142 144 484,00;-16 670 392,00;0;0;-16 670 392,00;0;213 200,00;0;191 807,00;0;-16 670 392,00;0;0;16 670 392,00;-107 327 301,00;4 203 978,00;0;-;-278 203 584,00
2000046550;Direction des Grandes entreprises;DIW Alger centre;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;0;494 489 222,00;0;0;86 922 215,00;-607 789 728,00;-98 950 401,00;0;0;-98 940 401,00;0;87 934 915,00;224 375,00;408 862,00;0;-98 940 401,00;0;0;98 950 401,00;-95 762 609,00;10 750 302,00;0;0;-220 703 248,00
2000046501;Direction des Grandes entreprises;DIW Alger ouest;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;11 249 426,00;11 101 231,00;1 922 489,00;0;228 842 307,00;-436 119 922,00;13 371 466,00;0;11 249 426,00;13 371 466,00;2 309 200,00;11 226 659,00;402 383,00;843 247,00;0;13 371 466,00;0;130 000,00;0;-100 425 449,00;25 837 599,00;0;0;-191 317 006,00
2000046388;Direction des Grandes entreprises;DIW Alger est;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;0;0;0;0;0;-137 899 267,00;-6 684 739,00;0;0;-6 684 739,00;0;4 864 349,00;120 000,00;3 165 330,00;0;-6 684 739,00;0;0;6 684 739,00;-6 684 739,00;1 820 389,00;0;0;-147 983 416,00
2000045192;Direction des Grandes entreprises;DIW Alger ouest;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;10 987 846,00;12 330 258,00;2 200 000,00;2 159 880,00;3 585 300,00;12 044 817,00;-41 460 557,00;0;11 058 962,00;-18 432 962,00;0;13 546 145,00;216 879,00;1 925 498,00;0;-18 432 962,00;0;0;41 460 557,00;-96 632 774,00;20 944 274,00;0;0;-42 498 839,00
2000046295;Direction des Grandes entreprises;DIW Alger centre;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;0;0;-423 447,00;-110 096,22;10 000,00;0;0;0;0;0;5 201 079,00;-433 447,00;0;0;-423 447,00;0;423 447,00;0;13 447,00;0;-423 447,00;0;1 550 000,00;423 447,00;-31 563 491,00;0;0;0;-25 232 412,00
2000046636;Direction des Grandes entreprises;DIW Constantine;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;X;0;0;0;0;0;0;0;0;10 000,00;6 546 235,00;7 790 019,00;0;0;0;0;0;0;6 546 235,00;-46 595 455,00;0;0;1 071 700,00;128 974,00;0;0;0;0;46 605 455,00;-46 595 455,00;0;0;0;-24 502 292,00
2000046468;Direction des Grandes entreprises;DIW Alger centre;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;0;0;0;0;0;-13 256 931,00;-769 170,00;0;0;0;0;769 170,00;0;289 170,00;0;-769 170,00;0;0;769 170,00;-1 793 147,00;0;0;0;-14 760 908,00
2000046702;Direction des Grandes entreprises;DIW Oran Est;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;0;1 285 026,00;0;0;0;1 847 697,00;-10 259 815,00;0;0;-10 247 898,00;0;1 895 502,00;0;113 596,00;0;0;0;360 000,00;10 259 815,00;-10 259 815,00;3 534 288,00;0;0;-11 471 604,00
2000046602;Direction des Grandes entreprises;DIW Alger ouest;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;-430 277,00;-1 424 074,00;0;0;-1 414 074,00;0;1 414 074,00;0;3 173,00;0;-1 414 074,00;0;0;1 424 074,00;-6 535 665,00;0;0;-;-8 376 843,00
2000045862;Direction des Grandes entreprises;DIW Oran Est;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;0;0;0;0;0;0;-1 690 500,00;0;0;-1 690 500,00;600 000,00;0;0;0;0;0;0;0;0;-1 690 500,00;1 090 500,00;0;0;-3 381 000,00
2000046538;Direction des Grandes entreprises;DIW Annaba;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;0;0;0;0;0;-10 000,00;-10 000,00;0;0;0;0;0;0;0;0;0;0;0;10 000,00;0;0;0;0;-10 000,00
2000046200;Direction des Grandes entreprises;DIW Alger centre;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2000046376;Direction des Grandes entreprises;DIW Alger centre;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;0;0;0;0;0;3 501 541,00;-725 255,00;0;0;695 255,00;0;100 139,00;20 424,00;79 714,00;0;695 255,00;0;0;725 255,00;980 309,00;0;0;980 309,00;6 072 637,00
2000046466;Direction des Grandes entreprises;DIW Alger centre;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;7 516 968,00;46 509 295,00;0;0;0;0;-21 705 807,00;0;7 516 968,00;-21 695 807,00;14 653 918,00;29 224 936,00;132 160,00;128 927,00;0;-21 695 807,00;0;0;21 705 807,00;-61 510 331,00;19 244 662,00;0;0;20 025 889,00
2000046652;Direction des Grandes entreprises;DIW Alger centre;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;X;-;-;-;-;-;-;0;0;0;0;0;0;402 026,00;104 527,00;0;4 247 102,00;0;0;0;0;6 114 182,00;297 498,00;0;4 247 102,00;402 025,00;0;3 845 077,00;0;57 334,00;0;402 025,00;0;180 000,00;0;402 025,00;0;0;0;20 194 370,00
2000045949;Direction des Grandes entreprises;DIW Alger centre;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;68 895 499,00;0;0;0;0;-1 646 418,00;0;0;-1 646 418,00;0;0;117 743,00;154 518,00;15 164 902,00;-1 646 418,00;0;0;0;-54 356 568,00;0;0;-;25 036 840,00
2000046714;Direction des Grandes entreprises;DIW Alger centre;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;X;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;3 321 485,00;20 080 119,00;0;0;0;604 097,00;-3 002 256,00;0;3 321 485,00;-2 992 256,00;0;448 136,00;0;8 136,00;0;-2 992 256,00;0;0;3 002 256,00;2 281 505,00;5 209 665,00;0;2 281 505,00;29 290 116,00
2000046157;Direction des Grandes entreprises;DIW Alger centre;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;13 562 340,00;166 114 153,00;164 092 274,00;0;0;-217 490 934,00;-41 456 570,00;0;13 562 340,00;-35 735 318,00;14 557 893,00;49 807 788,00;17 365 422,00;28 000,00;0;-41 456 570,00;1;0;41 456 570,00;-94 502 821,00;0;0;0;49 904 568,00
2000046461;Direction des Grandes entreprises;DIW Alger centre;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;0;21 561 007,00;0;0;0;39 927 810,00;-12 975,00;0;0;-2 975,00;0;2 975,00;0;2 975,00;0;-2 975,00;0;200 000,00;12 975,00;-2 975,00;0;0;0;61 685 842,00
2000046467;Direction des Grandes entreprises;DIW Alger ouest;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;0;73 095 441,00;0;0;0;33 277 999,00;-12 092 007,00;0;0;-8 762 497,00;0;8 762 497,00;0;682 822,00;0;-13 305 383,00;717 357,00;0;12 092 007,00;-11 809 613,00;0;0;0;82 658 623,00
2000046398;Direction des Grandes entreprises;DIW Constantine;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;0;40 574 658,00;0;0;0;98 144 647,00;-10 660 229,00;0;0;-10 660 229,00;0;0;1 480 658,00;128 490,00;0;-10 660 229,00;0;662 910,00;10 660 229,00;-35 985 466,00;4 988 672,00;0;0;88 674 111,00
2000045980;Direction des Grandes entreprises;DIW Alger centre;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;0;6 632 877,00;0;0;0;93 472 843,00;-2 908 125,00;0;0;-2 898 125,00;0;2 803 321,00;0;184 395,00;0;-2 898 125,00;0;461 920,00;2 908 125,00;-3 316 125,00;0;0;0;94 442 981,00
2000046486;Direction des Grandes entreprises;DIW Alger centre;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;0;9 300 167,00;0;0;0;0;-6 881 453,00;0;0;-6 924 103,00;0;0;165 235,00;350 182,00;0;-6 924 103,00;0;26 118 500,00;6 881 453,00;70 038 536,00;2 919 848,00;818 400,00;70 038 536,00;95 862 662,00
2000046556;Direction des Grandes entreprises;DIW Alger ouest;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;X;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;8 852 452,00;67 568 826,00;55 236 276,00;0;0;6 068 186,00;-2 194 510,00;0;8 852 452,00;-2 194 510,00;0;15 870 636,00;11 317 891,00;130 845,00;0;-2 194 510,00;0;846 230,00;2 194 510,00;-70 166 477,00;0;0;0;100 188 297,00
2000046074;Direction des Grandes entreprises;DIW Ouargla;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;0;0;-967 268,00;-251 490,00;10 000,00;0;0;0;0;0;-12 975,00;-12 975,00;0;0;-2 975,00;0;2 975,00;0;2 975,00;0;-2 975,00;0;124 798 544,00;12 975,00;-967 268,00;0;0;0;123 818 301,00
2000046622;Direction des Grandes entreprises;DIW Alger ouest;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;119 840 932,00;0;0;0;0;4 189 074,00;0;0;4 179 074,00;0;3 496 408,00;11 616,00;0;0;4 179 074,00;0;1 268 585,00;4 189 074,00;4 173 866,00;0;0;4 173 866,00;145 527 703,00
2000046621;Direction des Grandes entreprises;DIW Alger ouest;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;0;125 877 640,00;0;0;0;0;6 635 436,00;0;0;6 625 436,00;0;267 850,00;0;17 850,00;0;6 625 436,00;0;7 545 410,00;6 635 436,00;3 967 319,00;3 611 439,00;0;3 967 319,00;167 809 252,00
2000046621;Direction des Grandes entreprises;DIW Alger ouest;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;0;125 877 640,00;0;0;0;0;6 635 436,00;0;0;6 625 436,00;0;267 850,00;0;17 850,00;0;6 625 436,00;0;7 545 410,00;6 635 436,00;3 967 319,00;3 611 439,00;0;3 967 319,00;167 809 252,00
2000046294;Direction des Grandes entreprises;DIW Alger centre;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;14 224 090,00;445 769 997,00;0;0;100 892,00;57 046 880,00;-24 654 467,00;0;14 224 090,00;-24 654 467,00;12 386 843,00;32 591 400,00;13 050,00;524 360,00;0;-24 654 467,00;0;2 715 215,00;24 654 467,00;-195 530 062,00;9 398 244,00;0;0;344 156 065,00
2000046525;Direction des Grandes entreprises;DIW Alger centre;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;0;501 904 512,00;0;0;288 685 530,00;173 163 215,00;-235 021 086,00;0;0;-86 899 250,00;0;279 766,00;1 030 522,00;8 636 327,00;0;-248 583 605,00;0;43 626 469,00;235 021 086,00;-312 562 840,00;12 939 255,00;0;0;382 219 901,00
2000046697;Direction des Grandes entreprises;DIW Alger centre;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;X;-;0;0;0;0;4 260 965,00;980 021,95;0;0;0;80 884 728,00;72 321 882,00;0;0;0;42 485 442,00;1 255 694,00;0;80 884 728,00;2 235 716,00;1 161 500,00;57 820 288,00;45 832 997,00;652 307,00;0;2 235 716,00;0;0;0;4 260 964,00;17 109 421,00;0;0;409 141 383,00
2000046549;Direction des Grandes entreprises;DIW Alger centre;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;108 430 242,00;27 056 461,00;0;0;129 893 629,00;-75 576 060,00;-8 434 018,00;0;108 430 242,00;-8 424 018,00;61 023 762,00;107 759 152,00;440 309,00;375 816,00;0;-8 424 018,00;0;0;8 434 018,00;-6 648 385,00;6 178 244,00;0;0;450 515 376,00
2000045855;Direction des Grandes entreprises;DIW Alger est;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;X;-;-;-;-;-;X;0;0;0;0;3 204 562,00;737 049,26;0;0;0;96 508 199,00;138 121 672,00;0;0;19 920 500,00;10 676 327,00;2 452 784,00;0;96 508 199,00;3 057 127,00;59 930 138,00;65 158 754,00;0;118 497,00;0;3 057 127,00;0;0;0;3 180 753,00;3 469 295,00;0;0;502 159 372,00
2000046610;Direction des Grandes entreprises;DIW Alger ouest;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;-31 606 613,64;-7 269 521,14;0;0;10 000,00;123 774 649,00;245 526 102,00;0;0;0;24 069 901,00;-658 365,00;0;123 774 649,00;-648 365,00;0;124 423 015,00;123 071 015,00;252 000,00;0;-648 365,00;0;0;658 365,00;-31 606 613,00;0;0;0,64;731 987 988,00
2000046552;Direction des Grandes entreprises;DIW Alger ouest;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;-84 654 030,00;-19 470 426,90;0;0;10 000,00;0;519 052 940,00;495 145 956,00;0;0;-82 058 848,00;-9 494 400,00;0;0;-12 069 179,00;0;4 170 720,00;61 151,00;645 558,00;0;-12 069 179,00;0;1 098 000,00;9 494 400,00;-84 654 030,00;7 358 853,00;0;0;836 681 942,00
2000046378;Direction des Grandes entreprises;DIW Alger est;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;-21 510 071,00;-4 947 316,33;0;0;10 000,00;85 775 152,00;143 345 653,00;46 015 311,00;0;3 000 000,00;339 849 540,00;-24 154 814,00;0;211 262 933,00;-24 144 814,00;34 273 502,00;96 197 759,00;24 259 849,00;2 190 391,00;0;-24 144 814,00;0;425 000,00;0;-24 048 721,00;11 303 955,00;0;0;901 405 882,00
2000045851;Direction des Grandes entreprises;DIW Boumerdès;613203;installation, réparation et entretien des ascenseurs et autres appareils similaires.;4329;Autres travaux d'installation n.c.a.;-;-;-;-;-;-;-;0;0;0;0;-19 324 831,00;-4 444 711,13;0;0;10 000,00;3 270 000,00;8 384 209,00;0;0;9 370 685,00;1 479 920 906,00;-19 334 831,00;0;3 270 000,00;-19 324 831,00;2 246 400,00;32 423 200,00;1 539 000,00;1 006 865,00;0;-19 324 831,00;0;1 425 066,00;19 334 831,00;-153 764 971,00;2 922 566,00;0;0;1 353 364 264,00
