BP;Site;Wilaya;Code CNRC;Désignation CNRC;Code ONS;Désignation ONS;Andi;Ansej;Angem;Cnac;Opérations Intragroupe;Exportation ;Opérations de production de biens sans réfaction / Autres ; Activité de production de biens _Base Imposable (10%); Activité de production de biens  _Montant a payer (10%); Activité de production de biens  _Base Imposable(19%); Activité de production de biens  _Montant a payer (19%); Activités de bâtiment,de travaux publics et d´hydraulique ainsi que les activités touristiques et thermales à la l'exclusion des _Base Imposable (23%); Activités de bâtiment,de travaux publics et d´hydraulique ainsi que les activités touristiques et thermales à la l'exclusion des _Montant a payer(23%);Les activités de commerce et des services _Base Imposable(26%); Les activités de commerce et des services_Montant a payer(26%); Minimun d´imposition;Chiffre dàffaires net des Rabais, remises, ristounes;Solde clients;Provisions clients;Provisions Stocks;Stocks;Capitaux propres;Résultat net comptable de l’exercise;Dividendes distribués;Chiffre d’affaire (C.A);Résultat opérationnel;Sous-traitance générale;Consommations de l’exercice;Autres consommations;Autres services;Eléments extraordinaires (Charges);Résultat ordinaire;Produits financiers;Immobilisations financières;Perte Comptable;Résultat fiscal;Charges de personnel;Rémunérations dirigeants;Montant exonéré;Total ERA
2000044691;Direction des Grandes entreprises;DIW Alger centre;105504;fabrication de petit appareillage d'installation et d'éclairage électrique;/;/;X;-;-;-;-;X;X;526 240 287,02;52 624 029,00;310 084 647,25;58 916 082,98;0;0;0;0;0;10 089 720 051,00;2 135 542 357,00;11 393 761,00;0;3 381 651 431,00;3 637 360 705,00;700 557 955,00;0;10 112 625 280,00;997 981 281,00;19 033 882,00;9 522 756 115,00;11 735 406,00;145 462 481,00;0;812 418 820,00;75 691 156,00;26 060 818,00;0;844 586 899,00;532 578 171,00;0;8 261 964,73;43 057 156 569,00
2000045645;Direction des Grandes entreprises;DIW Alger est;105504;fabrication de petit appareillage d'installation et d'éclairage électrique;/;/;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;15 603 102 992,00;11 440 484 586,00;311 586 046,00;752 620 902,00;7 591 880 857,00;17 427 692 482,00;962 921 147,00;0;15 613 245 270,00;1 203 651 137,00;405 766 242,00;8 457 005 135,00;0;0;0;1 302 025 761,00;264 634 401,00;164 396 382,00;0;1 709 200 394,00;2 946 853 513,00;5 965 560,00;-;86 163 032 807,00
2000045185;Direction des Grandes entreprises;DIW Alger centre;105503;fabrication d'appareils radioélectriques et électroniques;/;/;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;270 957 351,00;145 564 396,00;0;0;517 864 391,00;30 800 000,00;11 970 521,00;0;270 957 351,00;19 813 001,00;0;212 999 006,00;274 223,00;9 714 297,00;0;12 782 824,00;60 453,00;0;0;3 165 854,00;7 210 297,00;0;-;1 514 133 965,00
2000045759;Direction des Grandes entreprises;DIW Sidi Bel Abbes;105503;fabrication d'appareils radioélectriques et électroniques;/;/;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2 729 887 452,00;4 400 527 407,00;1 287 700 259,00;111 097 825,00;1 614 651 234,00;8 619 206 481,00;-802 423 479,00;0;2 729 887 452,00;-367 950 499,00;30 083 583,00;1 854 758 314,00;728 642 724,00;75 291 961,00;0;-807 079 287,00;11 033 218,00;1 274 911 526,00;802 423 479,00;-4 721 965 364,00;984 064 948,00;41 979 456,00;-;20 596 728 690,00
2000045722;Direction des Grandes entreprises;DIW Alger est;105502;fabrication de machines et matériels électriques et d'appareillages de distribution;/;/;-;-;-;-;-;-;-;0;0;0;0;0;0;18 293 769,00;4 756 379,94;0;945 850 340,00;747 216 521,00;0;0;928 549 342,00;430 881 751,00;7 368 020,00;0;945 850 340,00;37 418 629,00;22 036 074,00;745 416 482,00;3 901 830,00;36 358 191,00;0;13 184 349,00;7 006 461,00;8 678 672,00;0;22 370 496,00;119 773 550,00;0;4 076 727,00;5 021 861 048,00
2000045424;Direction des Grandes entreprises;DIW Béjaïa;105502;fabrication de machines et matériels électriques et d'appareillages de distribution;/;/;-;-;-;-;X;-;X;-;-;-;-;-;-;-;-;-;3 084 030 625,00;5 482 616 277,00;44 746 907,00;0;2 197 558 633,00;3 042 941 562,00;19 674 280,00;0;3 084 030 626,00;242 520 505,00;36 473 296,00;363 890 438,00;21 450 548,00;195 394 472,00;0;53 222 999,00;41 055 590,00;1 118 533 779,00;0;163 733 416,00;493 574 252,00;0;-;19 685 448 205,00
2000045006;Direction des Grandes entreprises;DIW Aïn Defla;105502;fabrication de machines et matériels électriques et d'appareillages de distribution;/;/;-;-;-;-;X;X;X;0;0;131 920 786,00;25 064 949,34;0;0;796 771,00;207 160,46;0;0;10 587 533 985,00;2 079 668 282,00;115 087 751,00;6 543 135 681,00;-87 529 339,00;1 086 914 605,00;0;22 768 955 039,00;2 030 777 748,00;63 960 720,00;19 160 235 111,00;88 397 544,00;346 132 525,00;0;1 111 178 405,00;77 727 352,00;145 506 377,00;0;150 243 764,00;727 288 303,00;0;17 526 207,00;66 995 213 853,00
2000047466;Direction des Grandes entreprises;DIW Alger ouest;105502;fabrication de machines et matériels électriques et d'appareillages de distribution;/;/;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;21 431 137 480,00;16 421 527 048,00;2 927 961 945,00;631 448 343,00;15 787 186 207,00;45 785 527 245,00;-1 425 017 495,00;0;21 570 947 960,00;-633 458 067,00;672 114 798,00;15 696 548 333,00;915 374 852,00;370 501 894,00;0;-1 677 540 165,00;226 750 249,00;16 872 666 296,00;1 425 017 495,00;-8 038 873 240,00;6 352 508 689,00;177 633 977,00;0;155 489 963 844,00
2000044552;Direction des Grandes entreprises;DIW Biskra;105501;fabrication de câbles électriques et téléphoniques;/;/;-;-;-;-;-;X;X;0;0;289 403 119,00;54 986 592,61;0;0;0;0;0;5 469 226 192,00;1 410 346 303,00;112 758 069,00;196 946 446,00;4 668 394 291,00;13 578 012 386,00;197 325 404,00;0;5 559 166 656,00;251 861 096,00;0;5 246 743 262,00;58 817 878,00;35 104 362,00;0;257 349 187,00;64 038 616,00;334 813 971,00;0;289 403 119,00;566 804 983,00;0;0;38 297 112 221,00
2000045446;Direction des Grandes entreprises;DIW Sétif;105501;fabrication de câbles électriques et téléphoniques;/;/;X;-;-;-;-;-;X;0;0;494 527 091,00;93 960 147,29;0;0;31 565 558,00;8 207 045,08;0;9 940 660 286,00;3 700 916 285,00;0;0;4 593 969 437,00;4 747 094 314,00;422 350 329,00;0;9 940 660 286,00;568 127 291,00;0;8 737 440 165,00;58 660 467,00;164 359 747,00;0;524 517 521,00;30 348 782,00;145 705 155,00;0;526 092 649,00;438 594 930,00;0;0;44 539 497 644,00
2000045378;Direction des Grandes entreprises;DIW Alger centre;105402;construction de carrosseries automobiles de remorques et bennes;/;/;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;0;0;0;0;0;244 597 187,00;-443 879,00;0;0;-1 154 522,00;0;1 154 522,00;0;1 154 522,00;0;-443 879,00;857 667,00;0;443 879,00;-443 879,00;0;0;0;245 721 618,00
2000047427;Direction des Grandes entreprises;DIW Oran Ouest;105401;construction de véhicules automobiles et de moteurs thermiques;/;/;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;0;23 905 890,00;0;11 569 256,00;12 011 232,00;1 388 004 415,00;-277 608 751,00;0;0;-292 709 502,00;0;158 510 332,00;842 860,00;94 025 192,00;0;-292 830 100,00;119 755,00;610 000,00;277 608 751,00;-991 247 907,00;135 934 835,00;0;0;248 746 258,00
2000047910;Direction des Grandes entreprises;DIW Alger ouest;105401;construction de véhicules automobiles et de moteurs thermiques;/;/;X;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;0;21 389 597 468,00;0;58 372 410,00;4 155 323 433,00;28 674 144 885,00;3 844 508 040,00;0;0;3 855 465 123,00;125 928 000,00;32 410 954,00;909 843 609,00;17 745 672,00;0;3 844 508 040,00;12 186 570,00;390 000,00;3 844 508 040,00;7 917 102 799,00;358 464 340,00;0;7 917 102 799,00;79 040 499 383,00
2000045252;Direction des Grandes entreprises;DIW Sidi Bel Abbes;105201;fabrication de machines agricoles et équipements destines à la pêche et à l'aquaculture;/;/;-;-;-;-;-;-;X;0;0;-180 122 192,00;-34 223 216,48;0;0;0;0;10 000,00;3 723 597 455,00;2 873 124 351,00;0;0;1 472 259 087,00;2 818 239 102,00;60 683 433,00;0;3 723 597 455,00;263 197 287,00;7 515 807,00;3 153 936 258,00;5 663 959,00;22 469 891,00;0;59 031 585,00;15 321 928,00;19 078 260,00;0;-180 122 192,00;243 196 365,00;16 774 077,00;0;18 297 564 108,00
2000132134;Direction des Grandes entreprises;DIW Sidi Bel Abbes;105101;fabrication de matériel industriel de combustion, matériel thermique et aéraulique;/;/;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;79 394 598,00;-605 402,00;0;0;-747 410,00;0;440 370,00;0;4 350,00;0;-747 410,00;0;0;0;-747 410,00;0;0;-;76 991 686,00
2000031669;Direction des Grandes entreprises;DIW Bordj Bou Arréridj;104215;fabrication de pneumatiques et bandages;/;/;-;-;-;-;-;-;-;0;0;0;0;0;0;13 318 196,00;3 462 731,00;0;0;34 781 729,00;2 000 000,00;0;21 335 428,00;25 979 397,00;6 422 302,00;0;180 203 592,00;9 692 667,00;0;141 583 385,00;4 500,00;5 561 882,00;0;9 885 033,00;1 023 986,00;887 315,00;0;13 318 196,00;5 834 087,00;0;0;458 513 499,00
2000045749;Direction des Grandes entreprises;DIW Alger centre;104213;fabrication d'huiles essentielles de parfumerie et cosmétiques;/;/;X;-;-;-;-;-;X;0;0;566 707 576,00;107 674 439,44;0;0;800 220 183,00;208 057 247,58;0;8 653 324 792,00;2 691 719 320,00;1 254 386 217,00;928 929 575,00;2 380 984 620,00;5 579 271 616,00;956 564 720,00;0;9 677 923 485,00;1 325 917 090,00;1 780 257 204,00;5 319 796 678,00;28 534 752,00;31 315 146,00;48 802 537,00;1 320 909 049,00;69 929 886,00;1 892 473 514,00;0;1 366 927 759,00;893 446 005,00;4 770 586,00;0;46 206 184 551,00
2000017877;Direction des Grandes entreprises;DIW Sidi Bel Abbes;104210;fabrication de peintures, vernis, pigments et encres d'imprimerie;/;/;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;99 983 312,00;0;0;0;109 691 580,00;-440 705,00;0;0;-430 705,00;0;0;0;595;0;-430 705,00;0;0;430 705,00;-430 705,00;0;0;-;208 373 372,00
2000045416;Direction des Grandes entreprises;DIW Bouira;104210;fabrication de peintures, vernis, pigments et encres d'imprimerie;/;/;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;9 234 863 106,00;2 087 855 523,00;711 406 089,00;150 065 649,00;9 907 280 057,00;18 196 512 829,00;445 615 437,00;538 500 000,00;9 480 177 176,00;258 969 545,00;0;6 292 248 745,00;51 326 486,00;181 861 003,00;0;488 673 939,00;253 438 394,00;6 110 797 051,00;488 673 939,00;374 739 590,00;2 647 997 365,00;38 396 081,00;-;67 939 398 004,00
2000045416;Direction des Grandes entreprises;DIW Bouira;104210;fabrication de peintures, vernis, pigments et encres d'imprimerie;/;/;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;9 234 863 106,00;2 087 855 523,00;711 406 089,00;150 065 649,00;9 907 280 057,00;18 196 512 829,00;445 615 437,00;538 500 000,00;9 480 177 176,00;258 969 545,00;0;6 292 248 745,00;51 326 486,00;181 861 003,00;0;488 673 939,00;253 438 394,00;6 110 797 051,00;488 673 939,00;374 739 590,00;2 647 997 365,00;38 396 081,00;-;67 939 398 004,00
2000045416;Direction des Grandes entreprises;DIW Bouira;104210;fabrication de peintures, vernis, pigments et encres d'imprimerie;/;/;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;9 234 863 106,00;2 087 855 523,00;711 406 089,00;150 065 649,00;9 907 280 057,00;18 196 512 829,00;445 615 437,00;538 500 000,00;9 480 177 176,00;258 969 545,00;0;6 292 248 745,00;51 326 486,00;181 861 003,00;0;488 673 939,00;253 438 394,00;6 110 797 051,00;488 673 939,00;374 739 590,00;2 647 997 365,00;38 396 081,00;-;67 939 398 004,00
2000045416;Direction des Grandes entreprises;DIW Bouira;104210;fabrication de peintures, vernis, pigments et encres d'imprimerie;/;/;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;9 234 863 106,00;2 087 855 523,00;711 406 089,00;150 065 649,00;9 907 280 057,00;18 196 512 829,00;445 615 437,00;538 500 000,00;9 480 177 176,00;258 969 545,00;0;6 292 248 745,00;51 326 486,00;181 861 003,00;0;488 673 939,00;253 438 394,00;6 110 797 051,00;488 673 939,00;374 739 590,00;2 647 997 365,00;38 396 081,00;-;67 939 398 004,00
2000062015;Direction des Grandes entreprises;DIW Constantine;104207;fabrication de produits pharmaceutiques;/;/;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;1 000 000 000,00;-11 354 620,00;0;0;-13 948 634,00;0;24 928,00;0;9 457 159,00;0;-14 018 048,00;7 538 539,00;43 435,00;11 354 620,00;-14 018 048,00;0;0;-;975 079 331,00
2000044654;Direction des Grandes entreprises;DIW Annaba;104207;fabrication de produits pharmaceutiques;/;/;-;-;-;-;-;X;X;157 625 186,00;15 762 519,00;0;0;0;0;0;0;0;5 168 456 444,00;2 817 020 421,00;1 717 186 585,00;329 498 163,00;4 246 439 504,00;1 670 000 000,00;427 111 038,00;200 000 000,00;5 168 456 444,00;602 987 744,00;629 417 551,00;3 424 660 820,00;204 825 640,00;79 862 800,00;0;442 873 557,00;86 539 864,00;0;0;157 625 186,00;731 455 999,00;0;0;28 104 417 760,00
2000023024;Direction des Grandes entreprises;DIW Constantine;104207;fabrication de produits pharmaceutiques;/;/;-;-;-;-;X;-;X;-;-;-;-;-;-;-;-;-;6 147 517 120,00;678 451 742,00;0;138 088 422,00;1 221 691 958,00;5 034 352 601,00;1 601 456 982,00;0;6 129 403 055,00;1 806 373 927,00;455 847 374,00;2 415 010 338,00;23 755,00;59 098 568,00;0;1 848 289 504,00;58 807 729,00;43 000,00;0;1 967 700 370,00;262 518 383,00;0;-;29 824 674 828,00
2000044646;Direction des Grandes entreprises;DIW Alger est;104207;fabrication de produits pharmaceutiques;/;/;-;-;-;-;-;-;-;0;0;500 807 040,00;95 153 338,00;0;0;0;0;0;14 608 714 217,00;8 881 265 380,00;1 937 238 023,00;749 158 436,00;10 125 610 395,00;19 996 438 738,00;313 902 587,00;100 000 000,00;15 066 557 113,00;755 299 402,00;19 284 972,00;11 000 892 965,00;238 360 244,00;479 182 732,00;0;410 581 152,00;128 394 670,00;3 487 710 415,00;0;842 695 965,00;3 815 471 551,00;0;341 888 925,00;92 956 758 957,00
2000044582;Direction des Grandes entreprises;DIW Alger centre;104207;fabrication de produits pharmaceutiques;/;/;-;-;-;-;-;-;X;0;0;1 924 575 811,00;365 669 404,09;0;0;165 831 594,00;43 116 214,44;0;19 285 430 983,00;9 596 359 266,00;1 863 058 075,00;1 490 120 310,00;8 095 580 742,00;8 772 916 988,00;1 125 393 767,00;0;23 579 652 675,00;1 890 449 119,00;1 052 371 331,00;10 971 531 552,00;101 647 449,00;1 052 875 369,00;0;1 272 649 510,00;0;1 010 375 050,00;0;3 826 717 848,00;1 924 923 935,00;0;1 736 310 443,00;96 912 053 969,00
2000045678;Direction des Grandes entreprises;DIW Alger est;104207;fabrication de produits pharmaceutiques;/;/;-;-;-;-;-;X;X;500 463 441,00;50 046 344,00;2 871 481 185,00;545 581 425,00;0;0;5 253 084 693,00;1 365 802 020,00;0;26 857 391 212,00;16 622 683 480,00;254 892,00;0;8 874 152 861,00;45 454 615 024,00;6 998 593 380,00;0;26 857 391 212,00;8 292 429 744,00;0;15 091 085 176,00;117 594 982,00;308 871 612,00;0;8 933 261 413,00;834 510 901,00;8 876 408 028,00;0;8 747 579 035,00;2 472 436 712,00;0;122 549 716,00;185 339 259 664,00
2000047746;Direction des Grandes entreprises;DIW Oran Est;104201;fabrication d'hydrocarbures acycliques, cycliques ou aromatiques, dérivés d'hydrocarbures et autres;/;/;-;X;-;-;-;-;-;0;0;18 350 774,00;3 486 647,00;0;0;0;0;0;0;0;0;0;0;8 455 482 963,00;14 411 438,00;0;0;5 929 853,00;169 486 382,00;376 609 316,00;2 793 062,00;3 679 932,00;0;17 893 635,00;12 061 075,00;0;0;18 350 774,00;187 475 625,00;0;0;9 264 174 055,00
2000132136;Direction des Grandes entreprises;DIW Sidi Bel Abbes;104111;première transformation de la matière plastique de base;/;/;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;8 336 012,00;-1 663 988,00;0;0;-2 054 306,00;0;1 994 305,00;0;1 424 194,00;0;-2 054 306,00;0;0;0;-1 663 988,00;0;0;-;4 317 923,00
2000092286;Direction des Grandes entreprises;DIW Sidi Bel Abbes;104111;première transformation de la matière plastique de base;/;/;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;13 968 463,00;0;0;65 308 755,00;80 826 134,00;-9 408 016,00;0;55 621 567,00;-8 764 291,00;0;56 685 607,00;1 892 422,00;1 329 302,00;0;-11 478 337,00;387 050,00;0;0;-10 896 432,00;6 456 459,00;0;-;241 928 683,00
2000133867;Direction des Grandes entreprises;DIW Sétif;104111;première transformation de la matière plastique de base;/;/;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;82 699 656,00;4 120 199,00;0;0;0;26 121 914,00;8 278 314,00;0;82 699 656,00;8 227 887,00;0;70 629 049,00;0;1 210 559,00;0;8 278 314,00;213 559,00;0;0;8 278 314,00;3 797 426,00;0;-;304 554 847,00
2000045084;Direction des Grandes entreprises;DIW Oran Est;104111;première transformation de la matière plastique de base;/;/;-;-;-;-;-;-;-;0;0;0;0;0;0;119 308 989,00;31 020 337,14;0;2 001 062 219,00;413 889 735,00;0;0;562 089 639,00;645 300 106,00;87 087 840,00;17 647 059,00;2 001 062 219,00;192 003 053,00;0;1 692 240 443,00;188 836,00;7 054 742,00;0;118 108 177,00;1 849 636,00;4 556 000,00;87 087 840,00;119 308 989,00;60 260 258,00;0;0;8 010 796 791,00
2000044676;Direction des Grandes entreprises;DIW Alger centre;104111;première transformation de la matière plastique de base;/;/;-;-;-;-;-;-;X;0;0;62 931 315,51;11 956 949,95;0;0;0;0;0;0;1 189 603 182,00;151 015 735,00;58 384 281,00;2 467 883 945,00;631 554 755,00;50 974 366,00;0;5 710 720 671,00;645 022 659,00;0;3 360 420 683,00;43 707 795,00;56 430 543,00;0;62 931 316,00;4 348 201,00;18 101 129,00;0;62 931 316,00;421 784 604,00;0;0,49;14 935 815 181,00
2000044650;Direction des Grandes entreprises;DIW Sétif;104111;première transformation de la matière plastique de base;/;/;-;-;-;-;X;-;X;-;-;-;-;-;-;-;-;-;3 838 501 051,00;900 633 878,00;40 332 539,00;52 278 626,00;2 175 916 792,00;3 357 831 975,00;110 199 291,00;27 000 000,00;3 838 501 051,00;165 172 645,00;13 214 018,00;3 413 559 547,00;31 032 288,00;108 470 874,00;0;125 857 706,00;36 938 886,00;195 000,00;0;136 487 676,00;286 899 250,00;0;-;18 659 023 093,00
2000045309;Direction des Grandes entreprises;DIW Alger centre;104111;première transformation de la matière plastique de base;/;/;-;-;-;-;X;-;X;-;-;-;-;-;-;-;-;-;3 672 806 384,00;2 116 288 258,00;542 233 663,00;236 695 098,00;2 655 319 073,00;6 818 045 351,00;-356 079 572,00;0;3 672 806 384,00;-380 351 343,00;124 269 415,00;2 854 248 778,00;43 650 624,00;105 114 591,00;0;-408 780 386,00;13 761 235,00;571 700 185,00;356 079 572,00;-46 853 517,00;512 855 642,00;0;-;23 103 809 435,00
2000044741;Direction des Grandes entreprises;DIW Annaba;104108;fabrication d'autres engrais;/;/;-;-;-;-;-;-;-;0;0;26 817 416,00;5 095 309,04;0;0;110 075 978,00;28 619 754,28;0;12 606 657 328,00;2 311 885 586,00;254 842 174,00;1 152 830,00;3 075 375 955,00;9 007 964 719,00;285 621 264,00;381 000 000,00;12 606 657 328,00;86 489 105,00;78 027 255,00;11 726 739 075,00;18 930 979,00;514 681 291,00;0;310 254 083,00;227 583 333,00;4 040 645 363,00;0;136 893 394,00;583 325 085,00;11 605 174,00;0;58 266 331 321,00
2000044743;Direction des Grandes entreprises;DIW Annaba;104106;fabrication d'engrais azotes et autres produits azotes;2015;Fabrication de produits azotés et d'engrais;-;-;-;-;-;X;-;0;0;701 057 484,00;133 200 921,96;0;0;52 012 157,00;13 523 160,82;0;83 000 706 336,00;8 187 672 554,00;1 707 504 707,00;288 647 787,00;20 148 347 270,00;14 344 404 039,00;-159 664 858,00;0;83 000 706 336,00;736 964 866,00;17 819 351,00;75 675 692 573,00;1 911 497 407,00;896 365 792,00;0;-145 329 900,00;258 379 095,00;161 268 856,00;159 664 858,00;5 533 208 246,00;3 239 129 598,00;28 859 515,00;4 780 138 605,00;298 991 844 428,00
2000045148;Direction des Grandes entreprises;DIW Oran Est;104106;fabrication d'engrais azotes et autres produits azotes;/;/;X;-;-;-;-;X;-;0;0;0;0;0;0;0;0;10 000,00;214 789 351 532,00;13 214 817 869,00;0;0;13 288 709 000,00;183 083 626 546,00;105 525 798 891,00;99 000 000 000,00;214 789 351 531,00;120 477 313 347,00;0;63 915 573 085,00;46 824 389 240,00;969 351 451,00;0;105 525 808 891,00;1 267 222 180,00;13 999 943 895,00;0;107 486 339 230,00;2 222 423 682,00;0;107 486 339 230,00;1 306 380 020 370,00
2000044955;Direction des Grandes entreprises;DIW Oran Est;103211;transformation de bitume;/;/;-;-;-;-;-;-;-;0;0;0;0;121 287 480,00;27 896 120,00;0;0;0;5 380 254 140,00;1 370 619 384,00;0;0;134 804 169,00;1 659 475 301,00;93 391 360,00;0;5 380 254 140,00;126 323 240,00;194 547 261,00;4 763 219 327,00;10 776 159,00;134 540 536,00;0;121 287 480,00;11 301 607,00;165 424 147,00;0;121 287 480,00;76 924 609,00;1 865 644,00;0;19 746 295 984,00
2000044737;Direction des Grandes entreprises;DIW Sétif;103211;transformation de bitume;/;/;X;-;-;-;-;-;X;0;0;459 959 890,00;87 392 379,10;0;0;302 502 993,00;78 650 778,18;0;13 983 663 621,00;546 950 548,00;0;0;1 012 729 013,00;7 032 620 896,00;664 279 675,00;0;13 983 663 621,00;792 617 634,00;30 325,00;12 728 511 004,00;24 499 144,00;69 254 409,00;0;830 322 832,00;43 817 602,00;688 605 374,00;0;817 575 659,00;308 840 212,00;0;55 112 776,00;53 527 981 569,00
2000045318;Direction des Grandes entreprises;DIW Djelfa;103203;extraction et préparation de sables, extraction de matériaux alluvionnaires;/;/;-;-;-;-;-;-;X;0;0;0;0;55 765 681,00;12 826 107,00;113 221 230,00;29 437 520,00;0;936 530 231,00;213 195 103,00;0;0;9 665 562,00;217 214 452,00;116 954 651,00;0;936 530 231,00;161 767 237,00;243 585 868,00;586 056 222,00;0;106 675 614,00;0;159 218 276,00;0;25 754 100,00;0;168 986 911,00;90 079 707,00;0;0;3 972 214 165,00
2000092288;Direction des Grandes entreprises;DIW Sidi Bel Abbes;103202;exploitation de carrières de pierres de taille pour la construction et l'industrie;/;/;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;-383 138,00;-1 222 951,00;0;0;-1 509 815,00;0;1 450 271,00;0;662 859,00;0;-1 509 815,00;0;50 000,00;0;-1 509 815,00;0;0;-;-3 972 404,00
2000045837;Direction des Grandes entreprises;DIW Alger ouest;103109;extraction et préparation de produits minéraux  divers;899;Autres activités extractives n.c.a.;-;-;-;-;-;-;X;0;0;0;0;121 476 935,00;27 939 695,05;0;0;0;2 104 257 065,00;408 575 889,00;0;0;1 756 388 000,00;2 857 075 376,00;92 613 632,00;0;2 104 257 065,00;120 553 327,00;0;2 305 088 991,00;0;42 136 836,00;0;120 553 327,00;0;0;0;121 476 935,00;67 002 473,00;0;0;12 099 978 916,00
2000044699;Direction des Grandes entreprises;DIW Alger est;103103;extraction et préparation de minerais de métaux communs non ferreux;/;/;-;-;-;-;-;-;X;0;0;0;0;0;0;600 676 676,00;156 175 935,76;0;838 526 717,00;417 047 080,00;43 288 254,00;11 307 122,00;27 751 601,00;1 411 122 300,00;428 675 156,00;299 880 000,00;838 526 717,00;574 402 390,00;10 863 219,00;17 572 583,00;0;14 138 944,00;0;580 710 407,00;6 563 889,00;355 663 482,00;0;600 676 676,00;111 163 312,00;0;0;6 587 879 849,00
2000046402;Direction des Grandes entreprises;DIW Alger ouest;103101;extraction et préparation de minerai de fer;710;Extraction de minerais de fer;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2000046228;Direction des Grandes entreprises;DIW Alger centre;102307;construction des stations services et fabrication de leurs équipements;4120;Construction de bâtiments résidentiels et non résidentiels;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;10 000,00;0;31 757 117,00;0;0;216 392 685,00;329 451 984,00;-7 811 112,00;0;0;7 801 112,00;0;51 670,00;0;51 670,00;0;7 801 112,00;0;0;7 811 112,00;157 897,00;0;0;157 897,00;593 465 247,00
2000045092;Direction des Grandes entreprises;DIW Tizi Ouzou;102307;construction des stations services et fabrication de leurs équipements;4120;Construction de bâtiments résidentiels et non résidentiels;-;-;-;-;-;-;-;0;0;0;0;56 578 807,00;13 013 126,00;0;0;0;105 443 304,00;0;0;0;0;269 618 263,00;42 068 582,00;0;105 443 305,00;55 081 708,00;3 243 169,00;5 526 726,00;1 491 132,00;3 569 746,00;0;55 081 708,00;0;333 247 196,00;0;56 578 807,00;5 497 567,00;0;0;1 041 891 213,00
2000044838;Direction des Grandes entreprises;DIW Alger ouest;102301;raffinage du pétrole;1920;Raffinage du pétrole;-;-;-;-;-;X;X;0;0;670 711 523,00;127 435 189,37;0;0;181 764 640,00;47 258 806,00;0;8 998 800 107,00;2 010 985 893,00;368 955 285,00;39 205 326,00;4 278 349 264,00;3 335 523 069,00;1 240 905 622,00;484 000 000,00;9 681 228 836,00;1 354 041 734,00;100 260 863,00;7 087 825 859,00;51 670 468,00;174 720 717,00;0;1 411 827 050,00;80 151 196,00;136 845 261,00;0;1 817 646 406,00;523 057 805,00;0;965 170 243,00;43 176 000 761,00
2000046998;Direction des Grandes entreprises;DIW Alger centre;102301;raffinage du pétrole;1920;Raffinage du pétrole;-;-;-;-;-;-;-;0;0;0;0;0;0;1 935 228 946,00;503 159 525,96;0;0;0;0;0;0;143 437 420 262,00;84 334 228 097,00;38 000 000 000,00;0;599 079 487,00;0;176 164 924,00;0;954 509,00;0;84 837 387 623,00;84 238 308 136,00;130 005 232 234,00;0;1 935 228 946,00;0;0;0;567 564 004 218,00
2000044747;Direction des Grandes entreprises;DIW Ouargla;102205;transport d'hydrocarbures liquides et condensat par canalisation;4950;Transports par conduites;-;-;-;-;-;-;-;0;0;0;0;0;0;-7 032 905,00;-1 828 555,00;10 000,00;639 392 449,00;163 148 951,00;0;0;0;269 927 366,00;-11 551 970,00;0;639 392 449,00;-21 148 986,00;29 711 365,00;152 928 800,00;24 010 101,00;11 759 911,00;0;-18 446 773,00;2 702 212,00;10 915 321,00;11 551 970,00;-7 032 905,00;475 558 459,00;0;0;2 372 818 720,00
2000047071;Direction des Grandes entreprises;DIW Aïn Témouchent;102205;transport d'hydrocarbures liquides et condensat par canalisation;4950;Transports par conduites;-;-;-;-;-;-;-;0;0;0;0;0;0;13 898 124 198,00;3 613 512 291,00;0;19 825 713 502,00;0;0;0;616 282 240,00;29 465 004 081,00;10 183 033 506,00;0;19 825 713 502,00;13 779 221 243,00;0;1 397 752 887,00;32 667 768,00;22 858 561,00;0;13 779 221 243,00;0;45 315 685,00;0;13 898 124 198,00;119 250 520,00;0;0;122 990 158 936,00
